timestamp	species	generation	reward
1777445007.9700139	stilts_biped	0	5.338082459087703
1777445007.970017	stilts_biped	1	16.061501316263804
1777445007.9700181	stilts_biped	2	17.27634086873222
1777445007.97002	stilts_biped	3	13.70479855454553
1777445007.970021	stilts_biped	4	17.759532752321
1777445007.970022	stilts_biped	5	8.095739149133971
1777445007.970023	stilts_biped	6	12.7406294416707
1777445007.970023	stilts_biped	7	6.200466486139702
1777445007.9700239	stilts_biped	8	17.3312991335395
1777445007.970025	stilts_biped	9	5.722871367990449
1777445007.970026	stilts_biped	10	17.428084667382834
1777445007.970027	stilts_biped	11	15.637878193791341
1777445007.970028	stilts_biped	12	10.970249692293649
1777445007.970029	stilts_biped	13	17.547716235861447
1777445007.97003	stilts_biped	14	10.48984495526836
1777445007.970031	stilts_biped	15	5.656272768017002
1777445007.9700322	stilts_biped	16	6.05082309355447
1777445007.970033	stilts_biped	17	9.80188450898174
1777445007.970034	stilts_biped	18	14.969460684835026
1777445007.9700348	stilts_biped	19	13.699090371735055
1777445509.187653	stilts_biped	0	9.681043694508853
1777445509.187656	stilts_biped	1	7.753291254720486
1777445509.1876569	stilts_biped	2	9.892858241755746
1777445509.187658	stilts_biped	3	9.895799370391002
1777445509.187659	stilts_biped	4	9.898332469591365
1777445509.18766	stilts_biped	5	9.404581293912745
1777445509.1876612	stilts_biped	6	7.638514851017318
1777445509.1876621	stilts_biped	7	7.869088956130959
1777445509.187663	stilts_biped	8	10.234899638596662
1777445509.1876638	stilts_biped	9	7.786564042096115
1777445509.187665	stilts_biped	10	7.773581406991105
1777445509.187665	stilts_biped	11	9.375528528938355
1777445509.187666	stilts_biped	12	5.3387693699425345
1777445509.187667	stilts_biped	13	5.889881882504715
1777445509.187668	stilts_biped	14	7.449570417252895
1777445509.187669	stilts_biped	15	7.528313834841862
1777445509.18767	stilts_biped	16	5.757558227514875
1777445509.187671	stilts_biped	17	7.839762077396555
1777445509.187671	stilts_biped	18	2.7730024969995526
1777445509.1876721	stilts_biped	19	7.506336319135207
