timestamp	species	generation	reward	distance	food	breeding
1777608916.052198	asymmetric_quadruped	0	77.97775070668267	77.96032360779408	0	0
1777608916.052207	asymmetric_quadruped	1	75.92874676790166	75.90055543017593	0	0
1777608916.052209	asymmetric_quadruped	2	76.89845583807295	76.85408051031536	0	1
1777608916.052212	asymmetric_quadruped	3	82.35998818207574	82.34322385928184	0	0
1777608916.052213	asymmetric_quadruped	4	80.20348154989924	80.13793368268409	0	0
1777608916.052215	asymmetric_quadruped	5	81.69798405499057	81.67524156809107	0	0
1777608916.052217	asymmetric_quadruped	6	80.73041925722441	80.66137342139643	0	0
1777608916.052219	asymmetric_quadruped	7	77.24561655233937	77.30566064732946	0	0
1777608916.0522199	asymmetric_quadruped	8	80.10359240152825	80.11752363788597	0	0
1777608916.052223	asymmetric_quadruped	9	81.58953894196715	81.61208405119679	0	0
1777608916.052224	asymmetric_quadruped	10	80.47089146801387	80.47247618964992	0	0
1777608916.052226	asymmetric_quadruped	11	82.07359160969756	82.0419564472641	0	0
1777608916.0522282	asymmetric_quadruped	12	81.88915384167599	81.88638201567822	0	0
1777608916.05223	asymmetric_quadruped	13	80.59862302946146	80.56393530174527	0	0
1777608916.052232	asymmetric_quadruped	14	80.12377332357514	80.14112722212269	0	0
1777608916.052234	asymmetric_quadruped	15	81.87981717782067	81.9495981577566	0	0
1777608916.0522351	asymmetric_quadruped	16	81.14139734339945	81.05653264870158	0	0
1777608916.052237	asymmetric_quadruped	17	82.25586069380745	82.22361099332092	0	0
1777608916.0522392	asymmetric_quadruped	18	81.01812747878479	80.99629190664416	0	0
1777608916.0522408	asymmetric_quadruped	19	78.62246771870605	78.58556303605373	0	0
1777682681.006641	asymmetric_quadruped	0	76.22203820950158	76.18852017223352	0	0
1777682681.0066519	asymmetric_quadruped	1	76.03910975801564	75.98866128810772	0	0
1777682681.0066571	asymmetric_quadruped	2	80.28960241533348	80.27268615300335	0	0
1777682681.00666	asymmetric_quadruped	3	74.17425384733482	74.10321861876783	0	0
1777682681.006664	asymmetric_quadruped	4	82.84465005971332	82.90762158544081	0	0
1777682681.006667	asymmetric_quadruped	5	74.83737197363335	74.77341913666781	0	0
1777682681.00667	asymmetric_quadruped	6	75.59208983781197	75.59533375475563	0	0
1777682681.0066738	asymmetric_quadruped	7	76.56300213333098	76.49463576365876	0	0
1777682681.006677	asymmetric_quadruped	8	82.63727719491708	82.62933201756758	0	0
1777682681.00668	asymmetric_quadruped	9	72.5840208913665	72.53892722424783	0	1
1777682681.0066838	asymmetric_quadruped	10	81.13167811015393	81.19117259162137	0	0
1777682681.006687	asymmetric_quadruped	11	64.08976926738356	74.25916780140616	0	0
1777682681.00669	asymmetric_quadruped	12	80.47407264700804	80.39109561276346	0	0
1777682681.0066931	asymmetric_quadruped	13	81.18321589615421	81.11216448690776	0	0
1777682681.006697	asymmetric_quadruped	14	82.64414306079685	82.55843148963538	0	0
1777682681.0067	asymmetric_quadruped	15	76.0116854074129	76.02287661022619	0	0
1777682681.0067031	asymmetric_quadruped	16	70.85135061266517	70.80416312149583	0	0
1777682681.006706	asymmetric_quadruped	17	80.87687306621264	80.83229956752712	0	0
1777682681.006709	asymmetric_quadruped	18	81.496273581105	81.40044897277893	0	1
1777682681.006712	asymmetric_quadruped	19	83.16716186880193	83.2186536922589	0	0
