timestamp	species	generation	reward
1777444480.362904	scorpion	0	9.472221992077435
1777444480.362907	scorpion	1	9.480651503900141
1777444480.3629088	scorpion	2	9.49531775876797
1777444480.36291	scorpion	3	9.552184449165324
1777444480.362911	scorpion	4	9.513668526130232
1777444480.362912	scorpion	5	9.551388029846697
1777444480.3629131	scorpion	6	9.47811472549228
1777444480.362914	scorpion	7	9.440869663846572
1777444480.362915	scorpion	8	9.553556633272258
1777444480.362916	scorpion	9	9.439608382237683
1777444480.3629172	scorpion	10	9.466114909114337
1777444480.362918	scorpion	11	9.658528155264737
1777444480.3629189	scorpion	12	9.630087309739213
1777444480.36292	scorpion	13	9.519911564687936
1777444480.362921	scorpion	14	9.529349110480894
1777444480.362922	scorpion	15	9.479098450534563
1777444480.362922	scorpion	16	9.680243841497548
1777444480.362923	scorpion	17	9.79679723641926
1777444480.362924	scorpion	18	9.681858876830733
1777444480.362925	scorpion	19	9.523681881855362
1777444957.9289012	scorpion	0	9.424542688013302
1777444957.9289029	scorpion	1	9.61578846953888
1777444957.9289038	scorpion	2	9.444809163819167
1777444957.928905	scorpion	3	9.45569801070957
1777444957.928907	scorpion	4	9.465498665778444
1777444957.928907	scorpion	5	9.685089301754568
1777444957.928908	scorpion	6	9.609764289978637
1777444957.928909	scorpion	7	9.535663381662587
1777444957.92891	scorpion	8	9.534726016779594
1777444957.9289112	scorpion	9	9.880256166671192
1777444957.928912	scorpion	10	9.549925808699093
1777444957.9289129	scorpion	11	9.760352920043486
1777444957.9289138	scorpion	12	9.671556268664018
1777444957.928915	scorpion	13	9.998061735468841
1777444957.928916	scorpion	14	9.74344877604915
1777444957.928917	scorpion	15	9.734973165708734
1777444957.928917	scorpion	16	9.595234136552463
1777444957.9289181	scorpion	17	9.67897402978178
1777444957.928919	scorpion	18	9.473316522758207
1777444957.92892	scorpion	19	9.447766223125367
1777447044.24832	scorpion	0	9.136021472956829
1777447044.2483242	scorpion	1	9.19964914227008
1777447044.248325	scorpion	2	9.17920990462675
1777447044.2483258	scorpion	3	9.202954874826931
1777447044.248328	scorpion	4	7.480627148063851
1777447044.248329	scorpion	5	9.619904891333134
1777447044.248329	scorpion	6	9.606677131284528
1777447044.2483299	scorpion	7	9.857296800961782
1777447044.248331	scorpion	8	9.626794353298186
1777447044.248332	scorpion	9	9.657469597927351
1777447044.248333	scorpion	10	10.028603227054688
1777447044.2483342	scorpion	11	13.095290232183329
1777447044.2483351	scorpion	12	8.1100668102596
1777447044.2483358	scorpion	13	17.136477345839975
1777447044.2483368	scorpion	14	18.246022070654327
1777447044.248338	scorpion	15	19.119360381240277
1777447044.248339	scorpion	16	12.061024734517058
1777447044.24834	scorpion	17	11.88494530176277
1777447044.248341	scorpion	18	8.377673816266107
1777447044.248342	scorpion	19	18.31914743826647
1777451891.805537	scorpion	0	64.60657810814719
1777451891.805541	scorpion	1	67.48224087198301
1777451891.805542	scorpion	2	66.90121806105498
1777451891.805543	scorpion	3	64.456225681888
1777451891.805544	scorpion	4	67.15908194167639
1777451891.8055449	scorpion	5	67.14587026426682
1777451891.805546	scorpion	6	66.42052978235509
1777451891.805547	scorpion	7	64.8397341739514
1777451891.805548	scorpion	8	66.86843145981892
1777451891.8055491	scorpion	9	67.01726089344831
1777451891.80555	scorpion	10	67.10535895546124
1777451891.805551	scorpion	11	67.33401095938997
1777451891.8055522	scorpion	12	66.82007467307825
1777451891.805553	scorpion	13	67.09192071349811
1777451891.805553	scorpion	14	67.16619884418301
1777451891.805554	scorpion	15	67.11705124196337
1777451891.8055549	scorpion	16	67.61373908178706
1777451891.805556	scorpion	17	67.09190363082833
1777451891.805557	scorpion	18	66.25171326807028
1777451891.805558	scorpion	19	64.21245465041362
1777451891.8055592	scorpion	20	67.37394387649233
1777451891.80556	scorpion	21	67.67863926092586
1777451891.805561	scorpion	22	67.2020617732874
1777451891.805561	scorpion	23	65.91415706564563
1777451891.805562	scorpion	24	66.27633592667459
1777451891.805563	scorpion	25	66.40015434595344
1777451891.805564	scorpion	26	67.18949511057968
1777451891.8055649	scorpion	27	67.11859321073202
1777451891.8055658	scorpion	28	67.67061394587347
1777451891.805567	scorpion	29	66.80110197235894
1777451891.805567	scorpion	30	67.25613844959571
1777451891.805568	scorpion	31	67.1405166007829
1777451891.805569	scorpion	32	66.81173650150446
1777451891.8055701	scorpion	33	66.64449531930815
1777451891.805571	scorpion	34	66.92566243353451
1777451891.805572	scorpion	35	65.95211181196667
1777451891.8055732	scorpion	36	67.20231127101094
1777451891.805574	scorpion	37	66.37762825031264
1777451891.805575	scorpion	38	66.38376812627399
1777451891.8055758	scorpion	39	67.64578872902563
1777451891.805577	scorpion	40	67.14625733761277
1777451891.805578	scorpion	41	67.0929887440602
1777451891.805579	scorpion	42	67.79584569143586
1777451891.8055801	scorpion	43	67.4555927829491
1777451891.8055801	scorpion	44	66.89342107286822
1777451891.805581	scorpion	45	67.14871127405361
1777451891.805582	scorpion	46	67.25620904157681
1777451891.805583	scorpion	47	67.10579250811098
1777451891.805584	scorpion	48	65.86277084132173
1777451891.805585	scorpion	49	66.90290305830247
