timestamp	species	generation	reward	distance	food	breeding
1777594977.4824939	arachne_spider	0	10.375663940081623	20.40611478057316	0	0
1777594977.48253	arachne_spider	1	18.500821604122862	18.512227203518936	0	0
1777594977.482539	arachne_spider	2	12.388501701607485	12.58114492570283	1	0
1777594977.482548	arachne_spider	3	17.505759577314684	17.4995519227407	0	0
1777594977.482553	arachne_spider	4	13.371649465656867	13.276794144018886	0	0
1777594977.482555	arachne_spider	5	6.585182678271095	4.408486756503626	0	1
1777594977.4825668	arachne_spider	6	8.4259746304459	18.513973474920228	0	0
1777594977.482573	arachne_spider	7	8.661889199004959	18.881539813423114	1	0
1777594977.48258	arachne_spider	8	9.364589440802874	19.61370809584718	0	0
1777594977.482589	arachne_spider	9	9.340649312320199	19.574357102168783	0	0
1777594977.482597	arachne_spider	10	12.38271116210657	12.487725567114579	0	0
1777594977.482604	arachne_spider	11	8.41414800882115	18.69362415927794	0	0
1777594977.482613	arachne_spider	12	10.541056335435957	20.608071866306872	0	0
1777594977.482618	arachne_spider	13	7.349901322495586	17.53380440057135	0	0
1777594977.482624	arachne_spider	14	15.010450714763603	15.17508777076417	0	0
1777594977.4826272	arachne_spider	15	7.699778836005114	17.828131499996907	0	0
1777594977.4826298	arachne_spider	16	8.198047136216218	18.346010755607978	0	0
1777594977.482632	arachne_spider	17	6.870930315002694	16.97795675970649	0	0
1777594977.482635	arachne_spider	18	19.323978238154556	19.309298476975613	0	0
1777594977.4826372	arachne_spider	19	7.145279050544053	17.262901272369728	0	0
